path	pages	first_page	of	ink	dominant	gdelta	only_ours	only_ref	blank_ref	text
words/batch-016/doc/SFSP_2013-02_Bulletin.doc	4/4	3	4	0.42	glyphs	72	33	43	5	 Training Q & A Please see the attached Training Question & Answers document for a list o
words/batch-015/docx/exhibit-06---technical-architecture-template.docx	8/8	4	8	0.62	face	70	307	191	3	TECHNICAL ARCHITECTURE -------------------------------------------------------------------
words/batch-016/docx/AFS-050-004-F2_0i.docx	8/8	1	8	0.86	glyphs	95	82	11	4	AVS Quality Management System Title: International Aviation Safety Assessment Assessor’s C
words/batch-015/docx/hdss-bulletin-issue-285-25-june-2025.docx	10/10	1	10	0.93	one-sided	0	123	83	9	HDSS Bulletin Issue 285: 25 June 2025 OFFICIAL Global Updates.............................
words/batch-016/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	1/1	1	1	0.36	glyphs	38	49	86	10	Amiens, le 1er juin 2016 COMMUNIQUE DE PRESSE SimUSanté® bientôt équipé par la Fondation A
words/batch-016/docx/fleetfastfacts16nov2023.docx	1/1	1	1	0.39	one-sided	0	116	120	10	Media fast facts Emirates fleet Updated: 16 November 2023 Aircraft type Current fleet On o
words/batch-016/doc/PK_FlugzeugeStricken.doc	7/7	1	7	2.85	box	0	1	5	4	INFORMATION zur Pressekonferenz mit KommR Viktor SIGL Wirtschaftslandesrat DI Gernot SCHAF
words/batch-016/doc/absrc-pac-01-info-note-en.doc	6/7	1	6	1.43	one-sided	0	113	116	2	CBD Distr. GENERAL 9 August 2026 ENGLISH ONLY ACCESS AND BENEFIT-SHARING REGIONAL CONSULTA
words/batch-017/docx/03_Technical_Report_(progress)_template.docx	10/10	1	10	4.99	glyphs	89	50	11	5	TECHNICAL REPORT (PROGRESS) Grant Agreement number Project short name Project full title V
words/batch-016/docx/231164_SystemDesignDocument.docx	28/28		28	0.00		0	0	0	0	For instructions on using this template, please see Notes to Author/Template Instructions 
words/batch-016/docx/JEMIT_Template.docx	4/4	1	4	0.82	glyphs	71	105	77	31	Journal of Engineering, Management and Information Technology Vol. 01, No. 01 (2023) 1-10,
words/batch-017/doc/2013_11.doc	8/8	1	8	0.94	one-sided	0	81	90	4	Department of Accounts Payroll Bulletin Calendar Year 2013 In This Issue of the Payroll Bu
words/batch-016/docx/TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook.docx	15/15	2	15	0.56	glyphs	109	25	22	9	Foreign Part 145 approvals- On-the-Job Training logbook European Aviation Safety Agency AM
words/batch-017/docx/May 25 bulletin focus on carers in the workplace.docx	5/4	1	4	2.82	glyphs	32	8	15	2	May 2025 The Public Health Workplace Health Team work with local service providers to offe
words/batch-017/docx/AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024.docx	12/15	2	12	0.73	box	12	117	191	4	Statement of Compliance RVSM Form AWR OPS-AOC 044 Revision 04 Date 01 Feb 2024 C. Organisa
words/batch-017/doc/762.doc	22/23	1	22	2.85	one-sided	0	0	10	4	DEVELOPMENT AND ENVIRONMENTAL SERVICES BULLETIN Development & Environmental Services Lime 
words/batch-017/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	30/29	1	29	0.68	box	5	51	48	1	User Guide European Aviation Safety Agency Foreign Part 145 approvals – Procedure for Appl
words/batch-017/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	12/12	2	12	0.81	glyphs	56	91	100	13	INTRODUCTION Technical review report is part of GeoERA’s Monitoring and evaluation process
words/batch-017/docx/Agile_Arc_SysDes.docx	20/20	1	20	1.51	one-sided	0	19	14	2	Architecture and System Design Document Version 1.0 <Project or Solution Name> U.S. Depart
words/batch-017/docx/system_design__technical_architecture_template.docx	17/17	12	17	0.35	box	26	68	166	1	System Design & Technical Architecture 6.5. TECHNICAL REQUIREMENTS 6.5.1. Software List al
words/batch-018/doc/A_320.doc	141/150	3	141	2.69	one-sided	0	97	1	0	INTENTIONALLY LEFT BLANK
words/batch-018/docx/Allegiant_Company_Profile_with_History.docx	3/3		3	0.00		0	0	0	0	Company Profile Allegiant has become one of the world's most innovative and successful air
words/batch-017/docx/Sample_SQMS_Program.docx	61/61	3	61	0.88	glyphs	52	106	28	0	Table of Contents Simulator Quality Management System Section 1. Glossary of Terms........
words/batch-018/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	34/35	6	34	0.51	glyphs	77	32	71	16	MAINTENANCE CHECK FLIGHT MANUAL 1. PAGE 6/35 REV. 0.0 Introduction A significant number of
words/batch-018/doc/120509coss.doc	25/25	18	25	0.37	glyphs	87	13	27	8	February 2012 Letter sent to Minister Rob Davies requesting his intervention as there had 
words/batch-018/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	77/76	14	76	0.91	glyphs	94	117	7	1	Partie 3 – Organismes de formation agréés TABLE DES MATIÈRES Partie 3 – Organismes de form
words/batch-018/docx/airbus-pdf-information-package_v1-4.docx	9/9	1	9	2.42	one-sided	0	10	7	0	SupplyOn information for suppliers who will use the PDF functionality for invoicing with A
words/batch-018/docx/DOA_Template_Form_Type_Certification_Programme.docx	21/20	1	20	1.73	box	20	93	96	13	Doc.-No. Certification Programme Revision Date EASA.21J.ELA Project Reference Page 1 of 20
words/batch-018/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	85/85	12	85	0.70	glyphs	94	87	5	0	PARTE 6. ORGANISMOS DE MANTENIMIENTO RECONOCIDOS ÍNDICE PARTE 6. ORGANISMOS DE MANTENIMIEN
words/batch-018/docx/HC-Bulletin-template.docx	5/5	1	5	6.40	one-sided	0	165	146	1	HEALTH CLUSTER BULLETIN # 24 April 2015 Caption:……………………….. Photo: WHO/Photographer Name o
words/batch-019/doc/150_5335_5a.doc	63/63	4	63	0.41	face	11	237	162	19	AC 150/5335-5A 09/28/06 b. Concept of Equivalent Traffic..................................
words/batch-018/docx/t_TEMPforInvProgs.docx	26/26	8	26	0.82	glyphs	74	80	5	1	(PRELIMINARY, INITIAL OR FINAL) TEST AND EVALUATION MASTER PLAN FOR PROGRAM NAME TABLE OF 
words/batch-019/docx/02_mcar_part-2_and_IS_v2.10.docx	315/312	3	312	0.37	glyphs	1	4	9	1	Part 2 – Personnel Licensing AMENDMENTS The table of amendments begins with version 2.5 as
words/batch-019/docx/33004.docx	48/47	1	47	6.02	glyphs	2	3	13	1	SMS for Small Organizations SMS for Small Organizations March 2015 1|Page
words/batch-019/docx/CRIF - SpÃ©cification technique - Socle applicatif.docx	33/27	2	27	0.57	one-sided	0	25	37	2	Espace Numérique de Travail Gestion des changements de version Ce tableau gère les modific
words/batch-019/docx/PES-Technical-Report-Template_Jan_2019.docx	14/14	1	14	8.15	size	153	25	12	0	IEEE Power & Energy Society Month Year TECHNICAL REPORT PES-TR?? Title of the Report PREPA
words/batch-019/docx/report-template.docx	19/20	4	19	0.59	glyphs	74	23	13	2	List of Figures Figure 1.1. Screenshot of how to assign levels to bookmarks in Acrobat usi
words/batch-019/docx/24-25_FAA_Holdover_Tables.docx	142/141	1	141	3.39	glyphs	82	87	60	4	FAA HOLDOVER TIME GUIDELINES WINTER 2024-2025 ORIGINAL ISSUE: AUGUST 6, 2024 The informati
words/batch-019/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	267/266	16	266	0.45	glyphs	44	74	76	8	Parte 2. Licencias al personal Lugar Fecha Descripción NE 2.2.3.1(b) (1) 11/201 4 Se modif
words/batch-019/docx/ESPN-R - MCF - RA - Ed1.docx	59/59	3	59	0.35	glyphs	8	26	30	6	RISK ASSESSMENT MAINTENANCE CHECK FLIGHT RA 21-MCF Page 3/59 Rev. 0.0 RISK ASSESSMENT RA 2
words/batch-019/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	13/13	4	13	0.36	one-sided	0	121	91	1	[Organization Name] ENTERPRISE ARCHITECTURE DOCUMENT [Project Name] [Version Number] | [Re
words/batch-020/doc/150_5300_13_chg10.doc	80/76	1	76	2.15	glyphs	16	526	99	16	Advisory Circular U.S. Department of Transportation Federal Aviation Administration Subjec
words/batch-020/doc/150_5300_13_chg12.doc	32/33	1	32	0.58	glyphs	56	66	93	17	Advisory Circular U.S. Department of Transportation Federal Aviation Administration Subjec
words/batch-020/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	14/15	1	14	1.73	glyphs	24	86	115	3	FLIGHT ENVELOPE Company logo Document reference: FLIGHT ENVELOPE (Example document for LSA
words/batch-020/docx/ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16.docx	12/12	1	12	1.60	glyphs	27	85	115	3	WEIGHT AND BALANCE Company logo Document reference: WEIGHT AND BALANCE REPORT (Example doc
words/batch-020/docx/150-5370-10H.docx	711/721	1	711	0.51	box	51	118	119	10	Advisor y Circular U.S. Department of Transportation Federal Aviation Administration Subje
words/batch-020/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	80/82	7	80	3.32	size	0	110	110	0	Insert here Company Name and Logo Safety Management Manual Distribution and Control Copy H
words/batch-020/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	148/148	49	148	0.40	glyphs	18	5	137	4	STCs in SUBGROUP 2a AEROPLANES დამატებითი ტიპის სერტიფიკატები 2a ქვეჯგუფის თვითმფრინავებში
words/batch-021/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	29/29	1	29	1.70	box	15	91	110	3	AVIONIC SYSTEM DESCRIPTION Company logo Document reference: AVIONIC SYSTEM DESCRIPTION (Ex
words/batch-020/docx/OM template for non-complex NCC operators_August 2016.docx	164/165	2	164	1.49	glyphs	84	21	48	11	Disclaimer This OM template has been created to help non-complex NCC operators to comply w
words/batch-020/docx/AC-150-5370-10G-updated-201604.docx	686/697	5	686	2.87	glyphs	65	111	69	0	7/21/2014 AC 150/5370-10G Table of Contents PART 1 – GENERAL PROVISIONS...................
words/batch-020/docx/FAA 2025-26 Holdover Tables.docx	154/154	1	154	2.90	size	43	73	64	8	FAA HOLDOVER TIME GUIDELINES WINTER 2025-2026 ORIGINAL ISSUE: AUGUST 12, 2025 The informat
words/batch-021/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	43/44	2	43	1.85	glyphs	67	79	57	0	DOCUMENT CONTROL SHEET Abbreviations/Definitions AMC AGNA AGR ATM BP BPM BASA CAW DOA EASA
